29940521145,/alice/sim/2021/LHC21d4a/341693/0/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/1/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/2/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/3/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/4/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/5/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/6/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/7/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/8/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/9/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/10/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/11/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/12/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/13/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/14/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/15/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/16/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/17/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/18/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/19/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/20/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/21/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/22/root_archive.zip,ALICE::CERN::EOS
29940521145,/alice/sim/2021/LHC21d4a/341693/23/root_archive.zip,ALICE::CERN::EOS
