Bari,ALICE::Bari::SE,0.004
Bari,ALICE::Birmingham::EOS,0.0949926
Bari,ALICE::Bratislava::SE,0.0602665
Bari,ALICE::Catania::SE,0.01
Bari,ALICE::CCIN2P3::SE,0.0619824
Bari,ALICE::CCIN2P3::TAPE,0.0619824
Bari,ALICE::CERN::CTA,0.149325
Bari,ALICE::CERN::CTA_TEST,0.0412992
Bari,ALICE::CERN::EOS,0.149325
Bari,ALICE::CERN::EOSALICEO2,0.149325
Bari,ALICE::CERN::OCDB,0.149325
Bari,ALICE::Clermont::SE,0.0625443
Bari,ALICE::CNAF::SE,0.01
Bari,ALICE::CNAF::TAPE,0.01
Bari,ALICE::Cyfronet::XRD,0.294305
Bari,ALICE::FZK::SE,0.0610468
Bari,ALICE::FZK::TAPE,0.168804
Bari,ALICE::GRIF_IPNO::SE,0.0558393
Bari,ALICE::GRIF_IRFU::DPM,0.0562345
Bari,ALICE::GSI::SE2,0.157957
Bari,ALICE::Hiroshima::EOS,0.426889
Bari,ALICE::IHEP::SE,0.161181
Bari,ALICE::IPNL::EOS,0.0522148
Bari,ALICE::ISS::EOS,0.143442
Bari,ALICE::ISS::FILE,0.143442
Bari,ALICE::ITEP::SE,0.139838
Bari,ALICE::JINR::EOS,0.272232
Bari,ALICE::KFKI::EOS,0.162497
Bari,ALICE::KFKI::SE,0.0586364
Bari,ALICE::KISTI_GSDC::CDS,0.592095
Bari,ALICE::KISTI_GSDC::EOS,0.592095
Bari,ALICE::KISTI_GSDC::SE2,0.592095
Bari,ALICE::KISTI_GSDC::TAPE,0.592095
Bari,ALICE::Kolkata::EOS2,0.385861
Bari,ALICE::Kosice::EOS,0.0636834
Bari,ALICE::Kosice::SE,0.0636834
Bari,ALICE::LBL_HPCS::EOS,0.531297
Bari,ALICE::Legnaro::SE,0.01
Bari,ALICE::NDGF::DCACHE,0.124069
Bari,ALICE::NDGF::DCACHE_TAPE,0.124069
Bari,ALICE::NDGF::DCACHE_TEST,0.201382
Bari,ALICE::NIHAM::EOS,0.11448
Bari,ALICE::NIPNE::EOS,0.11448
Bari,ALICE::ORNL::EOS,0.25092
Bari,ALICE::PNPI::SE,0.163392
Bari,ALICE::Poznan::SE,0.0929517
Bari,ALICE::Prague::SE,0.0645558
Bari,ALICE::RAL::CEPH,0.277069
Bari,ALICE::RAL::CEPH_Test,0.277069
Bari,ALICE::RAL::TAPE,0.277069
Bari,ALICE::RRC-KI::SE,0.156551
Bari,ALICE::RRC_KI_T1::DCACHE_TAPE,0.156432
Bari,ALICE::RRC_KI_T1::EOS,0.156432
Bari,ALICE::SaoPaulo::EOS,0.469866
Bari,ALICE::SaoPaulo::SE,0.469866
Bari,ALICE::SARA::DCACHE,0.171842
Bari,ALICE::SARA::DCACHE_TAPE,0.171842
Bari,ALICE::SARFTI::EOS,0.248375
Bari,ALICE::SNIC::DCACHE,0.112202
Bari,ALICE::SPbSU::EOS,0.172034
Bari,ALICE::Strasbourg_IRES::SE2,0.0668168
Bari,ALICE::Subatech::EOS,0.0739201
Bari,ALICE::SUT::SE,0.615042
Bari,ALICE::Torino::SE2,0.01
Bari,ALICE::Trieste::SE,0.01
Bari,ALICE::Troitsk::SE,0.155322
Bari,ALICE::UNAM_T1::EOS,0.410599
Bari,ALICE::UNAM_T1::EOS2,0.410599
Bari,ALICE::UPB::EOS,0.114813
Bari,ALICE::Vienna::EOS,0.148124
Bari,ALICE::ZA_CHPC::EOS,0.420743
Bari_HTC,ALICE::Bari::SE,0.004
Bari_HTC,ALICE::Birmingham::EOS,0.277069
Bari_HTC,ALICE::Bratislava::SE,0.0602665
Bari_HTC,ALICE::Catania::SE,0.01
Bari_HTC,ALICE::CCIN2P3::SE,0.0420897
Bari_HTC,ALICE::CCIN2P3::TAPE,0.0420897
Bari_HTC,ALICE::CERN::CTA,0.149325
Bari_HTC,ALICE::CERN::CTA_TEST,0.0528079
Bari_HTC,ALICE::CERN::EOS,0.149325
Bari_HTC,ALICE::CERN::EOSALICEO2,0.149325
Bari_HTC,ALICE::CERN::OCDB,0.149325
Bari_HTC,ALICE::Clermont::SE,0.0625443
Bari_HTC,ALICE::CNAF::SE,0.01
Bari_HTC,ALICE::CNAF::TAPE,0.01
Bari_HTC,ALICE::Cyfronet::XRD,0.294305
Bari_HTC,ALICE::FZK::SE,0.0610468
Bari_HTC,ALICE::FZK::TAPE,0.168804
Bari_HTC,ALICE::GRIF_IPNO::SE,0.0558393
Bari_HTC,ALICE::GRIF_IRFU::DPM,0.0562345
Bari_HTC,ALICE::GSI::SE2,0.157957
Bari_HTC,ALICE::Hiroshima::EOS,0.426889
Bari_HTC,ALICE::IHEP::SE,0.148656
Bari_HTC,ALICE::IPNL::EOS,0.0414529
Bari_HTC,ALICE::ISS::EOS,0.0934724
Bari_HTC,ALICE::ISS::FILE,0.0934724
Bari_HTC,ALICE::ITEP::SE,0.139838
Bari_HTC,ALICE::JINR::EOS,0.272232
Bari_HTC,ALICE::KFKI::EOS,0.162497
Bari_HTC,ALICE::KFKI::SE,0.0586364
Bari_HTC,ALICE::KISTI_GSDC::CDS,0.592095
Bari_HTC,ALICE::KISTI_GSDC::EOS,0.592095
Bari_HTC,ALICE::KISTI_GSDC::SE2,0.592095
Bari_HTC,ALICE::KISTI_GSDC::TAPE,0.592095
Bari_HTC,ALICE::Kolkata::EOS2,0.384011
Bari_HTC,ALICE::Kosice::EOS,0.155708
Bari_HTC,ALICE::Kosice::SE,0.155708
Bari_HTC,ALICE::LBL_HPCS::EOS,0.531297
Bari_HTC,ALICE::Legnaro::SE,0.01
Bari_HTC,ALICE::NDGF::DCACHE,0.201382
Bari_HTC,ALICE::NDGF::DCACHE_TAPE,0.201382
Bari_HTC,ALICE::NDGF::DCACHE_TEST,0.201382
Bari_HTC,ALICE::NIHAM::EOS,0.106859
Bari_HTC,ALICE::NIPNE::EOS,0.106859
